nl,code
"substitute the '%s' with table and list containing return value of the method call ops.value_to_db_datetime with argument now on the object under the db key of connections dictionary, respectively. call the method cursor.execute with string ""SELECT COUNT(*) FROM %s"" as argument, substitute the '%s' with table.","cursor . execute ( ""SELECT COUNT(*) FROM %s"" % table )"
"fetch next entry for the database that cursor points into, substitute first element of it for num.",num = cursor . fetchone ( ) [ 0 ]
"if num is greater than self._max_entries,",if num > self . _max_entries :
"divide num by self._cull_frequency, floor the result and substitute it for cull_num.",cull_num = num // self . _cull_frequency
"evaluate the method connections[db].ops.cache_key_culling_sql, evaluate the result by table modulus, call the method cursor.execute,","cursor . execute ( connections [ db ] . ops . cache_key_culling_sql ( ) % table , [ cull_num ] )"
"with previous result and list containing cull_num, respectively as arguments. call the method cursor.execute with string ""DELETE FROM %s WHERE cache_key < %%s"" as argument,","cursor . execute ( ""DELETE FROM %s "" ""WHERE cache_key < %%s"" % table , [ cursor . fetchone ( ) [ 0 ] ] )"
"substitute the '%s' with table and list containing first element of cursor.fetchone method, respectively. define the method clear with argument self.",def clear ( self ) :
"call the method router.db_for_write with argument self.cache_model_class, substitute the result for db.",db = router . db_for_write ( self . cache_model_class )
"call the ops.quote_name method with argument self._table on the object under the db key of connections dictionary, substitute the result for table.",table = connections [ db ] . ops . quote_name ( self . _table )
"call the cursor method on the value under the db key of connections dictionary, preform following with return value named cursor,",with connections [ db ] . cursor ( ) as cursor :
"call the method cursor.execute with string ""DELETE FROM %s"" as argument, substitute the '%s' with table.",cursor . execute ( 'DELETE FROM %s' % table )
derive the class CacheClass from the DatabaseCache base class.,class CacheClass ( DatabaseCache ) :
do nothing.,pass
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
derive the class DummyCache from the base class BaseCache.,class DummyCache ( BaseCache ) :
"define initialization method __init__ with 4 arguments: self, host, list of arguments args and dictionary of arguments kwargs.","def __init__ ( self , host , * args , ** kwargs ) :"
"call the BaseCache initialization method __init__ with 3 arguments self, list of arguments args and dictionary of arguments kwargs.","BaseCache . __init__ ( self , * args , ** kwargs )"
"define the method add with 5 arguments: self, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def add ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return boolean True.,return True
"define the method get with 4 arguments: self, key, default set to None and version set to None.","def get ( self , key , default = None , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return default.,return default
"define the method set with 5 arguments: self, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"define the method delete with 3 arguments: self, key, and version set to None.","def delete ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"define the method get_many with 3 arguments: self, keys, and version set to None.","def get_many ( self , keys , version = None ) :"
return an empty dictionary.,return { }
"define the method has_key with 3 arguments: self, key, and version set to None.","def has_key ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return boolean False.,return False
"define the method set_many with 4 arguments: self, data, timeout set to DEFAULT_TIMEOUT and version set to None.","def set_many ( self , data , timeout = DEFAULT_TIMEOUT , version = None ) :"
do nothing,pass
"define the method delete_many with 3 arguments: self, keys, and version set to None.","def delete_many ( self , keys , version = None ) :"
do nothing.,pass
define the method clear with argument self.,def clear ( self ) :
do nothing.,pass
derive the class CacheClass from the DummyCache base class.,class CacheClass ( DummyCache ) :
do nothing.,pass
import module errno.,import errno
import module glob.,import glob
import module hashlib.,import hashlib
import module io.,import io
import module os.,import os
import module random.,import random
import module tempfile.,import tempfile
import module time.,import time
import module zlib.,import zlib
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
from django.core.files.move import file_move_safe into default name space.,from django . core . files . move import file_move_safe
from django.utils.encoding import force_bytes into default name space.,from django . utils . encoding import force_bytes
"try,",try :
from django.utils.six.moves import cPickle as pickle into default name space.,from django . utils . six . moves import cPickle as pickle
"if ImportError exception is caught,",except ImportError :
import pickle.,import pickle
derive the class FileBasedCache from BaseCache base class.,class FileBasedCache ( BaseCache ) :
cache_suffix is a string '.djcache'.,cache_suffix = '.djcache'
"define the initialization method __init__ with arguments: self class instance, dir and params.","def __init__ ( self , dir , params ) :"
call method __init__ with argument params from the base class of the FileBaseCache.,"super ( FileBasedCache , self ) . __init__ ( params )"
"get absolute directory path of dir, substitute it for self._dir.",self . _dir = os . path . abspath ( dir )
call the self._createdir method.,self . _createdir ( )
"define the method add with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def add ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"evaluate method self.has_key with key and version as arguments, if the result is true,","if self . has_key ( key , version ) :"
return boolean False.,return False
"call the method self.set with key, value, timeout and version as arguments.","self . set ( key , value , timeout , version )"
return boolean True.,return True
"define the method get with 5 arguments, self class instance, key, default set to None and version set to None.","def get ( self , key , default = None , version = None ) :"
"call the function self._key_to_file with key and version as arguments, substitute it for fname.","fname = self . _key_to_file ( key , version )"
"if fname file path exists,",if os . path . exists ( fname ) :
"try,",try :
"with return value of the function io.open with fname and string 'rb' as arguments, named as f,","with io . open ( fname , 'rb' ) as f :"
"evaluate self._is_expired method with f as argument, if the result is false,",if not self . _is_expired ( f ) :
"call f.read function, use the result as the argument for zlib.decompress function call, call the pickle.loads function with the previous result as argument, return the result.",return pickle . loads ( zlib . decompress ( f . read ( ) ) )
"if IOError, renamed to e, exception is caught,",except IOError as e :
"if e.errno equals to errno.ENOENT,",if e . errno == errno . ENOENT :
do nothing.,pass
return default.,return default
"define the method set with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
call the self._createdir method.,self . _createdir ( )
"call the function self._key_to_file with key and version as arguments, substitute it for fname.","fname = self . _key_to_file ( key , version )"
call the method self._cull.,self . _cull ( )
"call the method tempfile.mkstemp with dir set to self._dir, substitute result for fd and tmp_path, respectively.","fd , tmp_path = tempfile . mkstemp ( dir = self . _dir )"
renamed is boolean False.,renamed = False
"try,",try :
"with return value of the function io.open with fname and string 'rb' as arguments, named as f,","with io . open ( fd , 'wb' ) as f :"
"call the method self.get_backend_timeout with argument timeout, substitute it for expiry.",expiry = self . get_backend_timeout ( timeout )
"call the function pickle.dumps with expiry and integer -1 as arguments, use the result as the argument for the call to f.write function.","f . write ( pickle . dumps ( expiry , - 1 ) )"
"call the function pickle.dumps with argument value, use the result and integer -1 as arguments for the call to the function zlib.compress, use the result as an argument for the call to the f.write method.","f . write ( zlib . compress ( pickle . dumps ( value ) , - 1 ) )"
"call the function file_move_safe with tmp_path, fname, allow_overwrite set to boolean True as arguments.","file_move_safe ( tmp_path , fname , allow_overwrite = True )"
renamed is boolean True.,renamed = True
"finally perform,",finally :
"if renamed is boolean False,",if not renamed :
remove file tmp_path.,os . remove ( tmp_path )
"define the method delete with self class instance, key and version defaulting to None as arguments.","def delete ( self , key , version = None ) :"
"call the function self._key_to_file with key and version as arguments, use the result as an argument for the call to the self._delete method.","self . _delete ( self . _key_to_file ( key , version ) )"
define the method _delete with self and fname as arguments.,"def _delete ( self , fname ) :"
"if fname doesnt start with self._dir and fname file path doesnt exists,",if not fname . startswith ( self . _dir ) or not os . path . exists ( fname ) :
return nothing.,return
"try,",try :
call the function os.remove with argument fname.,os . remove ( fname )
"if exception OSError, renamed to e, is caught,",except OSError as e :
"if e.errno does not equals to errno.ENOENT,",if e . errno != errno . ENOENT :
raise an exception.,raise
"define the method has_key with self class instance, key and version defaulting to None as arguments.","def has_key ( self , key , version = None ) :"
"call the function self._key_to_file with key and version as arguments, substitute it for fname.","fname = self . _key_to_file ( key , version )"
"if fname file path exists,",if os . path . exists ( fname ) :
"with call to the io.open function with fname and string 'rb' as arguments, renamed to f,","with io . open ( fname , 'rb' ) as f :"
"call the method self._is_expired with argument f, invert the boolean result and return it.",return not self . _is_expired ( f )
return boolean False.,return False
define the method _cull with argument self.,def _cull ( self ) :
"call the self._list_cache_files method, substitute the result for filelist.",filelist = self . _list_cache_files ( )
num_entries is length of filelist.,num_entries = len ( filelist )
"if num_entries is lesser than self._max_entries,",if num_entries < self . _max_entries :
return nothing.,return
if self._cull_frequency equals to integer 0.,if self . _cull_frequency == 0 :
evaluate self.clear method and return the result.,return self . clear ( )
"divide num_entries by self._cull_frequency, convert the result to an integer, call the random.sample function with filelist and previous result as arguments, substitute the result for filelist.","filelist = random . sample ( filelist , int ( num_entries / self . _cull_frequency ) )"
"for every fname in filelist,",for fname in filelist :
call self._delete method with argument fname.,self . _delete ( fname )
define the method _createdir with argument self.,def _createdir ( self ) :
"if self._dir path doesnt exists,",if not os . path . exists ( self . _dir ) :
"try,",try :
call os.makedirs function with self._dir and hexadecimal 0o700 as arguments.,"os . makedirs ( self . _dir , 0o700 )"
"if OSError, renamed to e, exception is caught,",except OSError as e :
"if e.errno is not equal to errno.EEXIST,",if e . errno != errno . EEXIST :
"raise an EnvironmentError exception with string ""Cache directory '%s' does not exist and could not be created"" as argument,","raise EnvironmentError ( ""Cache directory '%s' does not exist "" ""and could not be created'"" % self . _dir )"
"substitute '%s' with self._dir converted to a string. define the method key_to_file with self class instance, key and version defaulting to None as arguments.","def _key_to_file ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"join into a string: md5 hash sum of force_bytes(key) and self.cache_suffix, compose root file path out of self._dir and previous result, return it.","return os . path . join ( self . _dir , '' . join ( [ hashlib . md5 ( force_bytes ( key ) ) . hexdigest ( ) , self . cache_suffix ] ) )"
define the method clear with argument self.,def clear ( self ) :
"if self._dir file path does not exists,",if not os . path . exists ( self . _dir ) :
return nothing.,return
"if fname is contained in self._list_cache_files method return value,",for fname in self . _list_cache_files ( ) :
call the self._delete method with argument fname.,self . _delete ( fname )
define the method _is_expired with self and f as arguments.,"def _is_expired ( self , f ) :"
"call the function pickle.load with argument f, substitute the result for exp.",exp = pickle . load ( f )
"if exp is not None and exp is lesser than return value of the function time.time,",if exp is not None and exp < time . time ( ) :
call close method on a file stream.,f . close ( )
call the self._delete method with argument f.name.,self . _delete ( f . name )
return boolean True.,return True
return boolean False.,return False
define the method _list_cache_files with argument self.,def _list_cache_files ( self ) :
"if self._dir file path does not exists,",if not os . path . exists ( self . _dir ) :
return an empty list.,return [ ]
"for every fname in return value of the glob.glob1 function called with 2 arguments: self._dir and ,","filelist = [ os . path . join ( self . _dir , fname ) for fname in glob . glob1 ( self . _dir , '*%s' % self . cache_suffix ) ]"
"self.cache_suffix converted to a string, appended to the character '*', call os.path.join with self._dir and fname as arguments, filelist is a list containing all the previous results. return filelist.",return filelist
derive the class CacheClass from the base class FileBasedCache.,class CacheClass ( FileBasedCache ) :
do nothing.,pass
import module time.,import time
"try,",try :
from django.utils.six.moves import cPickle as pickle into default name space.,from django . utils . six . moves import cPickle as pickle
"if ImportError exception is caught,",except ImportError :
import pickle.,import pickle
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
from django.utils.synch import RWLock into default name space.,from django . utils . synch import RWLock
__caches is an empty dictionary.,_caches = { }
__expire_info is an empty dictionary.,_expire_info = { }
__locks is an empty dictionary.,_locks = { }
derive the class LocMemCache from the base class BaseCache.,class LocMemCache ( BaseCache ) :
"define the initialization method __init__ with 3 arguments: self, name and params.","def __init__ ( self , name , params ) :"
call the __init__ method with self and params arguments from the base class BaseCache.,"BaseCache . __init__ ( self , params )"
"call the _caches.setdefault method with name and empty dictionary as arguments, substitute the result for self_cache.","self . _cache = _caches . setdefault ( name , { } )"
"call the _expire_info.setdefault method with name and empty dictionary as arguments, substitute the result for self_expire_info.","self . _expire_info = _expire_info . setdefault ( name , { } )"
"call the _lock.setdefault method with name and RWLock() as arguments, substitute the result for self_lock.","self . _lock = _locks . setdefault ( name , RWLock ( ) )"
"define the method add with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def add ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
call the pickle.dumps function with value and pickle.HIGHEST_PROTOCOL as arguments.,"pickled = pickle . dumps ( value , pickle . HIGHEST_PROTOCOL )"
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
"evaluate self._has_expired with argument key, if the result is True,",if self . _has_expired ( key ) :
"call the method self._set with key, pickled and timeout as arguments.","self . _set ( key , pickled , timeout )"
return boolean True.,return True
return boolean False.,return False
"define the method get with 4 arguments, self class instance, key, default set to None and version set to None.","def get ( self , key , default = None , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
substitute None for pickled.,pickled = None
"call the self._lock.reader method, with the result perform the following,",with self . _lock . reader ( ) :
"evaluate the method self._has_expired with argument key, if it as False,",if not self . _has_expired ( key ) :
substitute value under the key key of self._cache dictionary for pickled.,pickled = self . _cache [ key ]
if pickled is not None.,if pickled is not None :
"try,",try :
"evaluate pickle.loads with argument pickled, return the result.",return pickle . loads ( pickled )
"if pickle.PickleError exception is caught,",except pickle . PickleError :
return default.,return default
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
"try,",try :
delete the value under key key of self._cache dictionary.,del self . _cache [ key ]
delete the value under key key of self._expire_info.,del self . _expire_info [ key ]
"if KeyError exception is caught,",except KeyError :
do nothing.,pass
return default.,return default
"define the method _set with 4 arguments, self class instance, key, value and timeout set to DEFAULT_TIMEOUT.","def _set ( self , key , value , timeout = DEFAULT_TIMEOUT ) :"
"if length of self._cache is greater or equal to self._max_entries,",if len ( self . _cache ) >= self . _max_entries :
call the self._cull method.,self . _cull ( )
substitute value for the value under the key key of self._cache dictionary.,self . _cache [ key ] = value
"call the self.get_backend_timeout with argument timeout, substitute it for the value under the key key of self._expire_info dictionary.",self . _expire_info [ key ] = self . get_backend_timeout ( timeout )
"define the method get with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"call the function pickle.dumps with value and pickle.HIGHEST_PROTOCOL as the arguments, substitute the result for pickled.","pickled = pickle . dumps ( value , pickle . HIGHEST_PROTOCOL )"
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
"call the method self._set with key, pickled and timeout as arguments.","self . _set ( key , pickled , timeout )"
"define the method incr with self class instance, key, delta set to integer 1 and version set to None, as arguments.","def incr ( self , key , delta = 1 , version = None ) :"
"call the self.get method with key and version set to version as arguments, substitute the result for value.","value = self . get ( key , version = version )"
"if value is None,",if value is None :
"raise an ValueError exception with string ""Key '%s' not found"" as argument, substitute '%s' with key converted into a string.","raise ValueError ( ""Key '%s' not found"" % key )"
new_value is a sum of value and delta.,new_value = value + delta
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
"call the function pickle.dumps with value and pickle.HIGHEST_PROTOCOL as the arguments, substitute the result for pickled.","pickled = pickle . dumps ( new_value , pickle . HIGHEST_PROTOCOL )"
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
substitute pickled for value under the key key of self._cache dictionary.,self . _cache [ key ] = pickled
return new_value.,return new_value
"define the method has_key with self class instance, key and version defaulting to None as arguments.","def has_key ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"call the self._lock.reader method, with the result perform the following,",with self . _lock . reader ( ) :
"if call to the _has_expired method with argument key evaluates to boolean False,",if not self . _has_expired ( key ) :
return boolean True.,return True
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
"try,",try :
delete the value under the key key of self._cache dictionary.,del self . _cache [ key ]
delete the value under the key key of self._expire_info dictionary.,del self . _expire_info [ key ]
"if KeyError exception is caught,",except KeyError :
do nothing.,pass
return boolean False.,return False
define the method _has_expired with self and key as arguments.,"def _has_expired ( self , key ) :"
"call the method self._expire_info.get with key and integer -1 as arguments, substitute the result for exp.","exp = self . _expire_info . get ( key , - 1 )"
"if exp is None or exp is greater than the return value of the call to the function time.time,",if exp is None or exp > time . time ( ) :
return boolean False.,return False
return boolean True.,return True
define the method _cull with argument self.,def _cull ( self ) :
if self._cull_frequency equals to integer 0.,if self . _cull_frequency == 0 :
call self.clear method.,self . clear ( )
"if not,",else :
"for every i and k in enumerated values of self._cache, if i is divisible by self._cull_frequency, append k to doomed list.","doomed = [ k for ( i , k ) in enumerate ( self . _cache ) if i % self . _cull_frequency == 0 ]"
"for every k in doomed,",for k in doomed :
call the method self._delete with argument k.,self . _delete ( k )
define the method _delete with arguments self and key.,"def _delete ( self , key ) :"
"try,",try :
delete the value under the key key of self._cache dictionary.,del self . _cache [ key ]
"if KeyError exception is caught,",except KeyError :
do nothing.,pass
"try,",try :
delete the value under the key key of the self._expire_info dictionary.,del self . _expire_info [ key ]
"if KeyError exception is caught,",except KeyError :
do nothing.,pass
"define the method delete with self class instance, key and version defaulting to None as arguments.","def delete ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"call the self._lock.writer method, with the result perform the following,",with self . _lock . writer ( ) :
call the method self._delete with argument key.,self . _delete ( key )
define the method clear with argument self.,def clear ( self ) :
call the method self._cache.clear.,self . _cache . clear ( )
call the method self._expire_info.clear.,self . _expire_info . clear ( )
derive the class CacheClass from the base class LocMemCache.,class CacheClass ( LocMemCache ) :
do nothing.,pass
import module time.,import time
import module pickle.,import pickle
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
from django.utils import six into default name space.,from django . utils import six
from django.utils.deprecation import RenameMethodsBase and RemovedInDjango19Warning into default name space.,"from django . utils . deprecation import RenameMethodsBase , RemovedInDjango19Warning"
from django.utils.encoding import force_str into default name space.,from django . utils . encoding import force_str
from django.utils.functional import cached_property into default name space.,from django . utils . functional import cached_property
derive the class BaseMemcachedCacheMethods from RenameMethodsBase the base class.,class BaseMemcachedCacheMethods ( RenameMethodsBase ) :
"renamed methods is a tuple containing 3 elements: '_get_memcache_timeout', 'get_backend_timeout' and RemovedInDjango19Warning.","renamed_methods = ( ( '_get_memcache_timeout' , 'get_backend_timeout' , RemovedInDjango19Warning ) , )"
derive the class BaseMemcachedCache from base class BaseMemcachedCacheMethods and BaseCache.,"class BaseMemcachedCache ( six . with_metaclass ( BaseMemcachedCacheMethods , BaseCache ) ) :"
"define the method __init__ with, self, server, params, library, value_not_found_exception as arguments.","def __init__ ( self , server , params , library , value_not_found_exception ) :"
call the initialization method with argument params for the base class of the BaseMemcachedCache class.,"super ( BaseMemcachedCache , self ) . __init__ ( params )"
"if server is an instance of six.string_types,","if isinstance ( server , six . string_types ) :"
"split server with ';' as delimiter, substitute the result for self._servers.",self . _servers = server . split ( ';' )
"if not,",else :
substitute server for self._servers.,self . _servers = server
substitute value_not_found_exception for self.LibraryValueNotFoundException.,self . LibraryValueNotFoundException = value_not_found_exception
substitute library for self._lib.,self . _lib = library
"call the params.get function with string 'OPTIONS' and None as arguments, substitute the result for self._options.","self . _options = params . get ( 'OPTIONS' , None )"
"property decorator,",@ property
define the method _cache with argument self.,def _cache ( self ) :
"if self object has an attribute '_client',","if getattr ( self , '_client' , None ) is None :"
"call the self._lib.Client with argument self._servers, substitute the result for self._client.",self . _client = self . _lib . Client ( self . _servers )
return self._client.,return self . _client
define the method get_backend_timeout with self and timeout set to DEFAULT_TIMEOUT as arguments.,"def get_backend_timeout ( self , timeout = DEFAULT_TIMEOUT ) :"
"if timeout equals to DEFAULT_TIMEOUT,",if timeout == DEFAULT_TIMEOUT :
substitute self.default_timeout for timeout.,timeout = self . default_timeout
"if timeout is None,",if timeout is None :
return integer 0.,return 0
"else if timeout converted into an integer equals to integer 0,",elif int ( timeout ) == 0 :
timeout is a integer -1.,timeout = - 1
"if timeout is greater than integer 2592000,",if timeout > 2592000 :
"convert return value of the function time.time to an integer, increment timeout by it.",timeout += int ( time . time ( ) )
"convert timeout into an integer, return it.",return int ( timeout )
"define the method make_key with self class instance, key and version defaulting to None as arguments.","def make_key ( self , key , version = None ) :"
"call the method make_key with arguments key and version from the base class of the class BaseMemcachedCache, use it as an argument for the call to the function force_str, return the result.","return force_str ( super ( BaseMemcachedCache , self ) . make_key ( key , version ) )"
"define the method add with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def add ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
"call the method self._cache.add with key, value, self.get_backend_timeout(timeout) as arguments.","return self . _cache . add ( key , value , self . get_backend_timeout ( timeout ) )"
"define the method get with 5 arguments, self class instance, key, default set to None and version set to None.","def get ( self , key , default = None , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
"call the self._cache.get method with argument key, substitute the result for val.",val = self . _cache . get ( key )
"if val is None,",if val is None :
return default.,return default
return val.,return val
"define the method set with 5 arguments, self class instance, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
"call the method self._cache.set with key, value, self.get_backend_timeout(timeout) as arguments.","self . _cache . set ( key , value , self . get_backend_timeout ( timeout ) )"
"define the method delete with self, key and version set to None as arguments.","def delete ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
call the method self._cache.delete with argument key.,self . _cache . delete ( key )
"define the method get_many with self class instance, keys and version defaulting to None as arguments.","def get_many ( self , keys , version = None ) :"
"define the method get_many with 3 arguments, self class instance, keys and version set to None.","new_keys = [ self . make_key ( x , version = version ) for x in keys ]"
"call the method self._cache.get_multi with argument new_keys, substitute the result for ret.",ret = self . _cache . get_multi ( new_keys )
if ret is true.,if ret :
_ is an empty dictionary.,_ = { }
"zip together new_keys and keys, convert it to dictionary, assign it to m.","m = dict ( zip ( new_keys , keys ) )"
"for every k and v in return value of the ret.items function,","for k , v in ret . items ( ) :"
substitute v for value under the k-th element of m key of _ dictionary.,_ [ m [ k ] ] = v
substitute _ for ret.,ret = _
return ret.,return ret
define the method close with self and dictionary pairs of elements kwargs.,"def close ( self , ** kwargs ) :"
call the method self._cache.disconnect_all.,self . _cache . disconnect_all ( )
"define the method incr with self, key, delta defaulting to integer 1 and version defaulting to None as arguments.","def incr ( self , key , delta = 1 , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
"if delta is smaller than integer 0,",if delta < 0 :
"evaluate the method self._cache.decr with key and negative delta as arguments, return the result.","return self . _cache . decr ( key , - delta )"
"try,",try :
"call the method self._cache.incr with key and delta as arguments, substitute the result for val.","val = self . _cache . incr ( key , delta )"
"if self.LibraryValueNotFoundException exception is caught,",except self . LibraryValueNotFoundException :
val is None.,val = None
"if val is None,",if val is None :
"raise an ValueError exception with string ""Key '%s' not found"" as argument, substitute '%s' for key.","raise ValueError ( ""Key '%s' not found"" % key )"
return val.,return val
"define the method decr with self, key, delta defaulting to integer 1 and version defaulting to None as arguments.","def decr ( self , key , delta = 1 , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
if delta is smaller than integer 0.,if delta < 0 :
"evaluate the method self._cache.incr with key and negative delta as arguments, return the result.","return self . _cache . incr ( key , - delta )"
"try,",try :
"call the method self._cache.decr with key and delta as arguments, substitute the result for val.","val = self . _cache . decr ( key , delta )"
"if self.LibraryValueNotFoundException exception is caught,",except self . LibraryValueNotFoundException :
val is None.,val = None
"if val is None,",if val is None :
"raise an ValueError exception with string ""Key '%s' not found"" as argument, substitute '%s' for key.","raise ValueError ( ""Key '%s' not found"" % key )"
return val.,return val
"define the method set_many with self, data, timeout set to DEFAULT_TIMEOUT and version set to None as arguments.","def set_many ( self , data , timeout = DEFAULT_TIMEOUT , version = None ) :"
safe_data is an empty dictionary.,safe_data = { }
"for every key and value in data.items function return value,","for key , value in data . items ( ) :"
"call the method self.make_key with key and version set to version as arguments, substitute the result for key.","key = self . make_key ( key , version = version )"
substitute value for value under the key key of safe_data dictionary.,safe_data [ key ] = value
"call the method self._cache.set_multi with safe_data, self.get_backend_timeout(timeout) as arguments.","self . _cache . set_multi ( safe_data , self . get_backend_timeout ( timeout ) )"
"define the function delete_many with self, keys and version set to None as arguments.","def delete_many ( self , keys , version = None ) :"
"l is lambda function with argument x, that calls the method self.make_key with x and version set to version as arguments.","l = lambda x : self . make_key ( x , version = version )"
call the method self_cache.delete_multi with argument list containing keys mapped through function l.,"self . _cache . delete_multi ( map ( l , keys ) )"
define the method clear with argument self.,def clear ( self ) :
call the method self._cache_flush_all.,self . _cache . flush_all ( )
derive the class MemcachedCache from the BaseMemcachedCache base class.,class MemcachedCache ( BaseMemcachedCache ) :
"define the method __init__ with argument self, server and params.","def __init__ ( self , server , params ) :"
import memcache.,import memcache
"call method __init__ from the base class of the class MemcachedCache with arguments: server, params,","super ( MemcachedCache , self ) . __init__ ( server , params , library = memcache , value_not_found_exception = ValueError )"
"library set to memcache and value_not_found_exception set to ValueError. property decorator,",@ property
define the method _cache with self class instance as an argument.,def _cache ( self ) :
"if attribute '_client' of the self object is None,","if getattr ( self , '_client' , None ) is None :"
"call the method self._lib.Client with self._servers and pickleProtocol set to pickle.HIGHEST_PROTOCOL as arguments, substitute the result for self._client.","self . _client = self . _lib . Client ( self . _servers , pickleProtocol = pickle . HIGHEST_PROTOCOL )"
return self._client.,return self . _client
derive the class PyLibMCCache from BaseMemcachedCache base class.,class PyLibMCCache ( BaseMemcachedCache ) :
"define the method __init__ with self, server and params as arguments.","def __init__ ( self , server , params ) :"
import pylibmc.,import pylibmc
"call method __init__ from the base class of the class PyLibMCCache with arguments: server, params,","super ( PyLibMCCache , self ) . __init__ ( server , params , library = pylibmc , value_not_found_exception = pylibmc . NotFound )"
"library set to pylibmc and value_not_found_exception set to pylibmc.NotFound. decorator cached_property,",@ cached_property
define the method _cache with argument self.,def _cache ( self ) :
call the method self._lib.Client with argument self._servers.,client = self . _lib . Client ( self . _servers )
"if self._options exists,",if self . _options :
